"I just love the very creative and cool shop, and it is an easy way to shop from the whole world ( or a big part of it ) .",3,F,5,denmark,love creative cool easy big,8,big cool creative easy love part shop way whole world
Thumbs up!,2,M,5,denmark,nothing,0,thumb
I am very satisfied with both the reliable internet and phone connection I received from M1.,3,M,5,denmark,satisfied,2,connection internet m1 phone received reliable satisfied
next web shopping would be expected.,0,M,5,denmark,nothing,0,expected next shopping web would
"I have changed my mind after just 20 minutes after placing the order 33607244 in the middle of the might. And they only could cancel 1 item ( only because I have re-odered it), but not another one. So, in  spite of the  fact of cancelling, they sent it to me anyway after 15 hours next day. And now I have to pay tracking fee , which I neither have chosen,  for the order I have cancelled  because of the tracking fee, beyond the trouble with the returning of the item.",3,F,1,denmark,cancel cancel pay cancelled trouble,-6,p24 pay mind minute neither next oder one order middle
God service.,2,M,5,denmark,god,1,god service
The service in this shop is OUTSTANDING. They were so friendly when I called them on the phone to ask questions about a pair of sneakers. I got my shoes on the next day and felt that is was much easier to shop here than to go to town and by them there.,3,F,5,denmark,outstanding friendly,7,outstanding next sneaker shop shoe service question phone pair ask
"I could not be happier with my purchase of the Thule Pacific 200 DS Black Aero Skin roof box. I drove all the way from Oslo, Norway to Lystrup, Denmark to purchase it and I was not disappointed. Got a fast reply to my e-mail from the sales staff confirming that the item was in stock in the Lystrup shop. When I got there, they let me drive into their heated garage to mount the roof box on my car and they even came back to me with a small teddy bear as a gift when they saw that I had my 8 month old son in the car. Could not be happier with the service at this place! 10/10!",2,M,5,denmark,disappointed gift,0,pacific old reply purchase place rule oslo month mount saw
"I was buying Brink special edition, it came the day it was released and at a cheap price, I really enjoy shopping at Coolshop in general - very satisfied.",1,M,5,denmark,enjoy cool satisfied,5,price enjoy shopping sho satisfied released really brink general cool
"Shipment keeps on getting delayed and I was promised a delivery within 6 weeks, have now waited for 10 and are still to way until ultimo February. This makes me very sad and I don't know if the company INFURN will delivery the products at all.",2,M,1,denmark,delayed promised sad,-2,product make week way waited ti still shipment sad promised
"Fantastic solution for companies. Thanks to extensive self-service systems I have full control over every single aspect of my subscriptions through the Internet, 24/7.",2,M,5,denmark,fantastic solution thanks,7,internet full system subscription solution single service self 24 every
"First time purchasing from them and everything was fine, items delivered in time. No problems at all.",3,M,5,denmark,fine no problems,-1,delivered everything fine first item problem purchasing time
"Spam, spam, spam",0,M,1,denmark,nothing,0,spa
"During time, I have purchased running equipment at Loebeshoppen.dk, and every delivery has fully lived up to what I expected. Always rigth item, and the best - the order is alway delivered next day, if I place my ordre before 12. If you contact Loebeshop.dk by mail, you alway get a professionel supervision. My best recommendation to Loebeshoppen.dk.",3,F,5,denmark,rig best best,5,purchased recommendation mail next open order place profession lived seb
"Good quality, competitive prices and quick delivery",3,M,5,denmark,good competitive,5,competitive delivery good price quality quick
"If I need something for a new beer recipe, my first place to check is Things 4 U. They have a huge selection and what they don't have, they can very often get. Their customer service is beyond exceptional, with them going out of their way to make sure I have what I need. Really I highly recommend them to anyone, beginner or expereinced, they have so much and are so helpful.",3,M,5,denmark,huge recommend helpful,5,4 really faced helpful u exceptional going recipe service new
Great site for a great band. Nice design and impressive look.,3,M,5,denmark,great great nice impressive,12,band design great impressive look nice site
"fast delivery to Denmark , very beautiful wallpaper - not the last time I buy from you! Thanks for good service!",2,F,5,denmark,beautiful thanks good,8,paper good time thanks service beautiful last delivery denmark buy
"As usual perfect and informative home page, smooth order process and delivery as promised",3,M,5,denmark,perfect promised,4,delivery home inform native order page perfect process promised smooth
First: Bought a bag and received it a week after I order it. The problem is that the store don't tell here it is placed. I received a letter from Custum that told me that I had received a package from China and that I had to pay taxes. If I had known that the package was sent from outside EU I would never have bought it.,3,M,2,denmark,problem pay,-3,store tax problem received sent pay week told outside tell
I would certainly recommend CFK Furniture. I ordered a bed as there were 6 weeks for delivery. After 3 weeks I find out that the bed is too big for the room as it should be in. I wrote that I would like to cancel the order and get a call 2 days later. We agree that I would send my bank information and they will return my money. I send a reminder once for money but I had them on my account about 10 days after I talked to them. I would say that it is really nice service,3,F,4,denmark,recommend big like cancel agree nice,8,reminder room money nice order ordered really recommend later return
"I handed my iMac in, because the screen was yellowish. They took care of it, and I got it back, like, two weeks after. The only problem is, they did not fix the problem and they didn't fix it the second time i brought it in either.",1,M,1,denmark,care like problem problem,0,problem like week two took time second screen back mac
I ordered the thing. The thing arrived quickly. No hassles. Great service. Thanks.,3,M,5,denmark,no great thanks,4,arrived great isle ordered quickly service thanks thing
"I've been ordering all my cable needs from av-cables.dk and I've been excessively satisfied! They're very fast, they have a comprehensive selection, nice descriptions, and a very responsive chat support. The prices are a breeze too.",2,M,5,denmark,satisfied comprehensive nice responsive support,11,need fast selection satisfied responsive price ordering nice ask comprehensive
Great service from Simonia - always helpful on the telephone. It is really nice to work with a merchant that sees the value of a brand and power of returning customers.,2,M,5,denmark,great helpful nice,8,returning really via value telephone simon service see always merchant
Item was received promptly on time and as expected. After Sales support very helpful.,3,M,5,denmark,support helpful,4,expected helpful item promptly received sale support time
I like your service,3,F,5,denmark,like,2,like service
"Telmore is a company with excellent customer support. Service quality is great as well, but customer support is outstanding.",3,M,5,denmark,excellent support great support outstanding,15,company customer excellent great outstanding quality service support tel well
Good price and fast delivery.,2,M,5,denmark,good,3,delivery fast good price
"I payed for 3 downloads, and i downloaded 3 different files, to find out 2 files was the same album.",3,M,1,denmark,pay,-1,2 3 album different download downloaded file find pay used
God service.,2,M,5,denmark,god,1,god service
"Nothing to comment. Everything was perfect. The best price, lowest transportation cost and shortest delivery time all in one.",3,M,5,denmark,perfect best lowest,5,one nothing time shortest price perfect best cost everything comment
"I have had 3 for 5 years now and my most recent experience is truly disgraceful.  To my dismay, I discovered that I have been charged for Mobil Broadband for 5 months now - even though I never ordered that product.  After sending emails, hearing no response back I called and had to wait on hold for 30 minutes, and transferred numerous times.  They refused to refund the money for the Mobil Broadband, even though they admitted that they could see no use of it.  This is essentially theft  - charging me for an nonexistent product.  Customer Service was unpleasant, rude, and unaccomidating.  I could not even speak to a supervisor.  STAY AWAY from 3, I have had so many problems but this is too much.  I am switching.  If there is legal action I could take, I am willing to explore, for this is unethical and pathetic.",3,M,1,denmark,disgrace charged no refused admitted no problems legal pathetic,-13,ref recent service sending see rude response refused stay problem
"Very happy with Coolshop. The Hurricane Wii controllers work as well as original Nintendo controllers, plus they have MotionPlus for only 99kr each!",3,M,5,denmark,happy cool,4,pl nintendo win well u sho plus 99 original hurricane
I wanted to buy a box of wine to top up my wine cabinet and I found many great temptations at philipsonwine.com.  They have many good offers and a large selection from many places of the world to choose from.  I had to take out a few minutes to make my decision - found it a bit hard to buy only one box of wine!  Delivery came as I specifically asked for!,3,M,5,denmark,top great good hard,7,selection take offer one philip place many specifically wine top
"I asked for data for my phone and they gave me a new subscription. I couldn't cancel it, so I have to pay for something I didn't want and didn't use. When I wanted to cancel my other subscription in email, they didn't answer me.",2,M,1,denmark,cancel pay want cancel,-2,pay new want use subscription something phone answer data could
"Next day delivery, no problems.",3,F,5,denmark,no problems,-3,day delivery next problem
"I was impressed by working with Rasmus and Kim at 123hjem for the sale of our downtown apartment. I had met Rasmus while visiting other apartments and he seemed professional and very knowledgeable about the housing market. This convinced me - along with their reasonable pricing - to go with 123hjem. I was not disappointed: I appreciated most that they did all the 'homework' of digging out the necessary information from the building association and authorities to present to buyers. In fact they handled most of the process by themselves (including organizing visits directly with our tenant)  and involving me only when necessary. In short, it was perfectly handled with minimum headache from my side: job well done for a good price.",3,M,5,denmark,impressed convinced disappointed appreciated perfectly good,10,oh mu present perfectly organizing pricing necessary market met professional
Much much better than ebay i love how peoples identities can be validated and how easy and fast it is to make a transaction here,3,F,5,denmark,better love easy,6,make love transaction stated people much bay e fast better
A good place to shop despite high prices and discount rate not sensational ..,3,M,3,denmark,good,3,despite discount good high place price rate real sensation shop
"I (naively?) ordered a GPS assuming it was new/unused. What I got was a refurbished unit (first registered in august 2009) without the possibility to upgrade the included maps. In the webshop,the product was labelled ""Updated"", without further explanation.",3,M,2,denmark,naive,-2,unit unused refurbished registered sho possibility web upgrade new updated
"My wife got a contract with Telenor. She got a 100 krones plan, when doing so she asked the customer service on the phone if all she will need to pay for was that + extra calls. They told her ""yes"". 1 month later comes the first bill, and first surprise: 20 krones extra for call forwarding (she never activated such a service). We call, ""thats not what we agreed"" => ""sure we cancel the call forwarding"", sounds good until here. Next bill comes one month later: ""they gave her back 10 krones (out of 20 of the call forwarding) and they add 49 krones for ""sending the bill on paper"". In any moment we were told that there was extra charges for sending the bill by post, neither the previous bill had that concept, it just came our of thin air. So I called, after some time wasted going thru the menus + few mintues of silly music and advertise we get to talk with a woman. She quite unpolitely tells that she can cancel this extra concept, I asked her if not only she will cancel it in the future but they will give back the 10 krones for the forwarding + not charge for the new ""bill on paper"" concept. She sais she can't do that, she can only cancel the painments going forward (here i got pissed). After questioning the integrity of the company she works for, she told me ""ok ok, I wil cancel both"" and she hunged up.",3,M,1,denmark,pay yes agreed cancel good charges wasted silly cancel cancel cancel pain pissed questioning integrity cancel,-11,pissed phone sai rise quite questioning previous post pol plan
ok ok ok ok ok ok,3,M,5,denmark,nothing,0,ok
"I ordered a couple of try-outs so i could make a choice wich taste would be the best for me. I received them the day after, really nice! The protein shakes are really good, nice taste and they dissolve really good. Today I ordered my 2KG of Crispy Chocolade, jummy!",1,F,4,denmark,best nice good nice good,15,really shake nicola ordered out protein mummy received wi today
"They use deferent companies, to cover for their mistakes. I have been i contact with 3 deferent companies under Telia.",3,M,1,denmark,mistakes,-2,3 company contact cover def mistake tel use via want
"I am a repeat user of Telenordic's ""Smart Travel"" Telephony services. I have ""Tanked-Up"" my existing account multiple times with no problems. I would LIKE to see the rates get even lower...  ( Hint Hint ! ) But, until then, I continue to use and recommend Smart Travel from Telenordic.",3,M,4,denmark,smart no problems like recommend smart,3,time use service smart tank tel repeat travel would user
God service.,3,F,5,denmark,god,1,god service
"I just bought a dress from "" Mannequin SHop"" in Copenhagen for almost 423 dallor(2199 kr.) but I found the same dress for 98,56 dallor(514 kr.) in eDressit... I will never buy anything from there anymore. This is not fair...the price is almost 5 times higher..",2,F,1,denmark,fair,2,k never f9 fair found higher dress mann shop price
The order was completed to my full satisfaction,3,M,5,denmark,nothing,0,completed full order satisfaction
"The title says it all. There's plenty to be saved on those long nights crawling the CPH night-life. Drinkster is easy to navigate, accessible on the move, and has a great selection of places to visit. Keep it up! :-)",2,M,5,denmark,saved easy great,6,night move title selection say saved plenty place oh accessible
Thumbs up!,2,M,5,denmark,nothing,0,thumb
very nice service,3,M,5,denmark,nice,3,nice service
"Strange to read the bad ratings for this company. I have now been using it for a couple of years and have had nothing to complain about. A couple of times, the products have disappeared, but one mail have been enough to correct it, also if I wanted my money back. Quality is really good compared with branded products and so is the price. Would definitely recommend them to anyone.",3,M,5,denmark,strange bad complain disappeared good recommend,-2,really recommend price product quality rating read nothing using wanted
"Ordered an LK IHC controller at a very good price on Friday evening and it was delivered Tuesday morning, faster than noted on the order confirmation email. It was very very well packaged too, which is not very common nowadays!",3,M,5,denmark,good,3,mhc l tuesday price packaged ordered order nowadays noted morning
"The product is of great quality, the purchasing process was easy and straightforward, and delivery fast!",2,M,5,denmark,great easy,4,delivery easy fast great process product purchasing quality straightforward
God service.,3,F,5,denmark,god,1,god service
"very nice customers service, fast delievery. Top .",3,M,5,denmark,nice top,5,customer del die fast nice service top
This firm is a scam.,3,M,1,denmark,nothing,0,firm sc
"Straightforward to use, excellent service, and beautiful flowers.",0,F,5,denmark,excellent beautiful,6,beautiful excellent flower service straightforward use
Had them for a few months and it has been a very reliable connection. No downtime that I recall.,3,M,4,denmark,no,-1,connection month recall reliable time
"The person got the flowers 2 days later, which is not good for a birthday.",3,M,1,denmark,good,3,2 birthday day flower good got later person
"Fast delivery, wonderful coffee and superb service.",3,M,5,denmark,wonderful superb,9,coffee delivery fast service superb wonderful
ok ok ok  ok ok ok,3,F,5,denmark,nothing,0,ok
After a lot of hassle that took around 1 months time we finally managed to convince them that we were entitled to our refund from the hostel and as an apology we got a coupon/gift voucher for 44 dollars from hotels.com,2,M,3,denmark,convince entitled apology gift,3,month ref isle lot managed hostel vo took gift time
Key within minuts and working without any VPN work.,2,M,5,denmark,nothing,0,cut key min vp within without work working
fast and good service!,1,F,5,denmark,good,3,fast good service
I have tried to contact Filehippo via the contact form at http://filehippo.com/info/contact/ and via their page on Facebook but I got no respnse.,3,M,3,denmark,no,-1,po page ttp tried ship sense re casebook form file
Super service.,2,M,5,denmark,super,3,service super
A smooth and painless process. Only (small as delivery was free) annoyance was relatively long (7+ days) delivery and that i had to pickup at post office instead of getting delivered.,3,M,4,denmark,pain free annoyance,-3,office le small relatively process post pickup pain 7 long
"""We're experiencing some technical difficulties...""",2,F,2,denmark,nothing,0,difficulty experiencing technical
at klage over.,3,M,5,denmark,nothing,0,k silage
"it is a good company, good articles and a excelent webshop",3,M,5,denmark,good good,6,article company excel good sho web went
"the towels were without any defect , packed clean and nice",3,F,5,denmark,defect clean nice,2,clean defect nice packed towel without
"Easy to order, nice website, very good informed all the way until delivery, quick delivery, sunglasses look exactly like the picture from the website. Just perfect :-)",2,F,5,denmark,easy nice good like perfect,12,order nice way sunglass quick picture perfect delivery informed good
in pilot we trust,3,M,5,denmark,trust,1,pilot trust
"ok, so i want to play for a minimum money (which is 200 kr). i have 100 mbps connection (and in denmark) but for all day long i cannot login to danskespil! when i could then the connection is either being reestablished during the game or totally lost. ok, whatever. i manage to connect without issues at midnight. i start playing. there are players (bots actually) who play on all of the 9/9 cashgame tables. how is that even possible? or take this for an example: whenever i raise this guy raises me 4 times! but whenever i fold he also folds. how fucking random is that? or how about this: i have QQ/KK/AA i raise half my chips or all in then this guy (bot) calls with hearts A9 and gets a bleeding flush! not once, not twice....every time!",2,M,1,denmark,want lost fucking,-6,mb manage pi ok money minimum midnight player long log
"I have ordered lots of movies and video games for shipping to Denmark. The prices are lower than over here and the shipping is free. I have never recieved a defective product, and if the price falls they automatically lower the price for you.",2,M,4,denmark,free,1,movie lower shipping rec product price ordered never automatically moved
"So, I ordered a game from them, but it turned out that they didn't have it in stock for the time being, but they expected to receive a new stock on that very day. - Turns out they didn't.",2,M,1,denmark,nothing,0,day expected game new ordered receive stock time turn turned
"Last year (2013) JustCloud closed my account, due to many files, and that was OK with me, but last week they have by them self withdrawn money from my Paypal account for using JustCloud in 2014 and a year forward. Call them, but they just put me on hold. Now I have reported them to PayPal. How can JustCloud withdraw money from my PayPal account whit out ansking me first.",3,M,1,denmark,pay pay pay,-3,self using pay proud put reported ok skin withdrawn week
"Ordered a Garmin 910 late Saturday, received confirmation right away. Received a mail update late Sunday that my order was ready to be shipped and it was delivered to my address Tuesday morning.",3,M,5,denmark,nothing,0,ready order update tuesday sunday shipped saturday right received 910
I have been buying DVDs from Axelmusic for the past four years. Good service and a great selection of region 1 DVDs.,3,M,4,denmark,good great,6,music great service selection region past 1 buying four axel
"fast delivery, quality expected of the product, best service I have ever had. Tak for det :)",2,F,5,denmark,best,3,best delivery det ever expected fast product quality service tak
The item arrived as promised. The delivered product is 100% ok.,3,M,5,denmark,promised,1,100 arrived delivered item ok product promised
"On the 17 of September I bought a new labtop. I recieved the labtop the 21 of September. When I started the labtop the first time I could see the the screen not was working probblely. So I mailed Webhallen and they would mail me a waybill. I recieved the waybill the 30 september. I had to wait over one week before I recieved the waybill, so I posted the labtop the same day. Today is the 5 of October and I still have not recieved another labtop. I have mailed 8 times to",3,M,1,denmark,nothing,0,time top screen see september shall started still pro today
"Shame on you, fool me twice, shame on me.",3,M,2,denmark,shame fool shame,-6,fool shame twice
A few things made me a bit frustrated:,2,M,3,denmark,frustrated,-2,bit frustrated made thing
God service.,3,M,5,denmark,god,1,god service
I have ordered several items.,3,M,1,denmark,nothing,0,item ordered several
"Nice products and side, but apple products are to costy",1,M,4,denmark,nice,3,apple cost nice product side
"brought my macbook air in after water damage. It was cleaned and one part changed within a couple days. Got updates via phone on the process. great service, and can highly recommend these guys",3,M,5,denmark,damage great recommend,2,recommend service part phone process mac water via highly update
Seniorshop.,3,F,5,denmark,nothing,0,senior shop
"Fast disposal, items in good condition and with freebies to boot. I do think it would be better if there is a tracking number so buyers would know when their package would arrive.",2,F,5,denmark,good free better,6,good free tracking think package number know item arrive condition
We received our order with in 2 days. My son is very satisfied and the clothes has a fine quality.,3,F,5,denmark,satisfied fine,4,2 clothes day fine order quality received satisfied son
"Really, really good service. How a company/shop should be run in my opinion, keeping customers satisfied and happy!!!! I brought Numark - Omni control (dj mixer for pc). I received a mail the next day explaining that Numark was closed for the holidays, and that they were going to try to order it somewhere else. Within 3hrs i had received 2 more mails. The 1st, to tell me they had located it. The 2nd to confirm the package being sent. THUMBS UP GUYS!!!!",3,M,5,denmark,good satisfied happy,8,run satisfied om opinion order package pc really received ruhr
"In all my 15 years of being a web developer, having had more than 50 websites constructed, I have never had such a personal, friendly and expert support as with Abakomp. They have gone out of their way to help me get started and setup the dedicated server, which has been custimized too meet our high demands for specialized software. Abakomp is now the only provider I recommned to anyone.",3,M,5,denmark,friendly support help dedicated demands,7,software specialized owned personal provider rec server setup meet support
"out dated on some sites, but you will get your goods and an apoligy should the delivery date be exeded",3,F,5,denmark,nothing,0,angy ap coli date dated delivery ex get good needed
Satisfactory experience with ordering and receiving a packet of dental brushes.,3,M,5,denmark,nothing,0,brush dental experience ordering packet receiving satisfactory
"Fast, cheap and reliable.",3,M,5,denmark,nothing,0,cheap fast reliable
We had so far one case with a debtor that did not pay - it was above 50.000Kr ekskl. moms. HV was quick to setup us a paying customer. In the beginning it was looking all ok - all letters were sent and I could follow the case.,2,M,1,denmark,debt pay,-3,pay quick mom ok one letter paying u setup kr
Unfortunately letters from non-English alphabet appears to be question marks on the greeting card in my order. I didn't get any warning on the website when I was ordering the flowers and the text of the greeting card was correct in the order summary but not on the actual card.,2,M,3,denmark,greeting warning greeting,-1,non letter warning unfortunately text summary question ordering order actual
Super service.,3,M,5,denmark,super,3,service super
"All good, no complications whatsoever. Good quality for reasonable prices. Treatment of customers with a personal touch is the added bonus - doesn't happen too often with online shops.",2,F,5,denmark,good no good,5,price online treatment touch shop reasonable quality added personal good
Edit:,3,M,4,denmark,nothing,0,edit
"I can only recommend this shop, as I am very satisfied with the fast respons and delivery.",3,F,5,denmark,recommend satisfied,4,delivery fast re recommend satisfied shop upon
NYT NYT NYT,2,M,1,denmark,nothing,0,ny
"I have ordered 4 new sommer tires. Expected delievery date was 23/4, but tires were at the door on 19/4. Fast delievery and super service!!",2,M,5,denmark,super,3,fast expected super somme service ordered new 19 del date
"I am very happy with nemlig.com, it is really a big help for me. Specially that I have a very small baby, I don't have much time to go around and shop. I highly recommend nemlig.com. Items are always in very good quality. The vegetables and fruits are fresh. There are vareity of items to choose from, they have almost all the items you can see in a normal supermarkets. Plus, I saved a lot of time! Instead of going to supermarket and carry all those heavy shopping bags back home, nemlig.com brings it all at my doorsteps.  And nemlig.com sells it's items in a very reasonable prices. Nemlig.com made my life easier.",2,F,5,denmark,happy big help recommend good fresh saved,14,plus normal really quality price recommend ml much see ne
"Happy to say, that its great place to shop.",3,M,5,denmark,happy great,6,great happy place say shop
Even if you want to delete your account it is not possible. And they don't answer if you write to them.,3,F,1,denmark,want,1,account answer del even pete possible want write
Placed an order the 17 january and already on the 21 january I got the brush.,2,F,5,denmark,nothing,0,17 21 already brush got january order placed
I ordered a product based on the information on Føniks website that the product is in stock and will be devivered in 1-3 days. When ontacted the customer service after a couple of days I got the information that they dont have the product and have ordered it. I asked about the information on their wesite and the executive gave me some lame excuse as though it was their normal process and I did something wrong.,2,M,1,denmark,lame excuse wrong,-5,quite service nik normal ordered process product information though webster
"Bought a replacement Garmin Ant+ heart rate belt, which was delivered the next day. Website is logically layed out which helps a lot when surfing for heart rate monitors and spares. Prices seems reasonable, and postage the usual Danish rates :-(",3,M,5,denmark,helps,2,seems surfing rate reasonable replacement postage spare vermin usual monitor
Safe and works,2,M,5,denmark,safe,1,safe work
got what i wanted and  fast,3,M,5,denmark,nothing,0,fast got wanted
"Have now used Av-cables several times. Their prices are more reasonable than any other DK cable vendor I have found, they have a good selection also of more special cables, and delivery has always been excellent. Strong recommend.",3,M,5,denmark,good excellent strong recommend,10,reasonable price used time strong special several selection recommend also
"Ordered 3 laptops over the last 12 months.  Delivery time was as stated on the site,  with no problems.",3,M,5,denmark,no problems,-3,12 3 delivery laptop last month ordered problem site stated
This is a good product if you are an international student in Denmark.,2,F,5,denmark,good,3,denmark good international product student
Super service.,3,F,5,denmark,super,3,service super
The video actually turned out better than we've expected. Thanks for everything Wavead. Super service.,2,M,5,denmark,better thanks super,7,actually better everything expected service super thanks turned video wave
"I got my order, no problem.",2,M,4,denmark,no problem,-3,got order problem
"I bought a bed at Your store a while back, and the other day one of the legs broke.",3,M,5,denmark,broke,-1,back bed bought broke day leg one store
al the infotmation of teh product i were looking was clear and acurate. the service fast and delivery without any hassle. excellent service in my opinion,3,F,5,denmark,clear excellent,4,laura late tma te service product opinion oh looking ac
"I recently purchased a Pink PS3 controller from Coolshop.dk, which in and of itself was an exquisite acquisition that I haven't found at other retailers.",3,M,4,denmark,cool,1,p found retailer recently purchased pink a3 ask cool acquisition
Kun for sure folk,1,M,1,denmark,nothing,0,folk kun sure
Super fast delivery and the sunglasses looked like the pictures. I was very satisfied,2,F,5,denmark,super like satisfied,7,delivery fast like looked picture satisfied sunglass super
"Interflora has a variety of options to choose from and good quality options at that. I have used them on several occassions and have never been disappointed. They are expensive but I guess that's what you pay for good service and minimal or no problems with deliveries. After all, what are a few bucks when you want to get your warm thoughts delivered trhough beautiful flowers or gifts to someone special.",3,F,5,denmark,good disappointed pay good no problems want warm beautiful,5,several special pay problem quality service session never someone used
I'm an international customer living en Denmark. I have been buying and returning merchandise from shops in Germany several times without any problems.,3,M,1,denmark,problems,-2,problem living time shop several returning buying merchandise denmark germany
"Products are incredibly simple to filter and select, and while the purchase and payment is a bit cumbersome, the suport offered by the personnel in ComputerSalg is more than impressive.",2,M,5,denmark,impressive,3,personnel offered simple select report real purchase product big payment
In need for a sleepingbag I found it at a fair price at PM-outdoorshop in Germany,3,M,5,denmark,fair,2,bag fair found germany need outdoors pm price shop sleeping
Quick delivery to Denmark. Can definately be recomended.,3,M,5,denmark,nothing,0,def delivery denmark ended quick rec urinate
"Started with this company in order to collect their WWII vehicles series. After 1 month, I recieved my first model in a broken case. I immediately emailed them and told them about the problem, and they promised to send me a replacement.",3,M,1,denmark,broken problem promised,-2,series started rec replacement send problem vehicle used moved told
It been nice trip last time to Mallorca. We been in alcudia pins hotel. very comfortable and enjoyable holiday place specially family with all age group 2-14.  But couldn't find a travel like that anymore from spies.....,3,M,5,denmark,nice comfortable like,7,pin place like mall medium nice hotel travel spy holiday
"I exchanged a handful of bitcoins to fiat, and the payment was on my account on time, as promised. You get fast, effective and reliable service!",3,M,5,denmark,promised effective,3,get gain service reliable promised payment handful account exchanged effective
Nothing bad to say about these guys. I got what i paid for.,1,M,5,denmark,bad,-3,bad got guy nothing paid say
Have bought Samsung Galaxy II there. No problem so far :-) Nice that you can pick up the order directly in the shop.,2,M,4,denmark,no problem nice,0,bought directly far galaxy ii nice order pick problem samsung
"I have bought two pairs of oakleys. Each time shipping (to DK) has been quick with UPS, price low, selection of models ok (not the full catalogue at all) but custom options for the most popular models. I would happily recommend to anyone.",2,M,5,denmark,popular recommend,5,selection shipping price quick recommend pair ups two option time
Only took 24 hours for my package to come to denmark Really good service,2,M,5,denmark,good,3,24 come denmark good hour package really service took
I ordered a domain from DanDomain and it was a smooth experience. Best service I have ever experienced on a domain registration site.,3,M,5,denmark,best,3,ordered experience site service registration best experienced dom domain dan
"I bought a Heider CF1 LED High power flashlight, and paid 40 € inkl freight cost. I received the lamp, and 2 weeks later I have received and extra invoice from UPS, in the amount of 26 € (import Tax from a Non EU country) because the flashlight is being shipped from the METEM company based in Istanbul / Turkey.",3,M,1,denmark,nothing,0,received shipped later led met non paid power istanbul ups
I bought af Samsung Galaxy S last year and brang it to service at Salgsbutikken. It showed that it was because I installed an app that conflicted with another application I downloaded on Google Market.,3,M,5,denmark,conflict,-2,samsung service leg market sal installed used ti galaxy showed
NEMT NEMT NEMT,3,M,5,denmark,nothing,0,gmt ne
What you see is what you get!,3,F,5,denmark,nothing,0,get see
"I finally got my order, but i had to get paypal to contact them before any reaction from their side.",2,M,3,denmark,pay,-1,contact finally get got order papal pay reaction side
"Along with many other individual, I've been sketical about this LASIK surgery.....I have been wearing glasses since I was 11...it has changed me in different ways....I was never a big fan of wearing contact lenses, since it irritates my eyes and I had problem putting them on.",2,M,5,denmark,big fan problem,2,real rita poetic problem putting rate many way sk lens
"No problems, about 24hour delivery time when I bought through bank transfer",1,M,5,denmark,no problems,-3,24 bank bought delivery problem time transfer
Cheapest price I could find and fast delivery,3,M,5,denmark,nothing,0,best cheap could delivery fast find price
Super service.,3,M,5,denmark,super,3,service super
"the owners of that side www.commoo.dk is unserious person .have just take my monye whit out i do use that page just becose i have open the last years a profile and never been use again,i do ask from long time stop to drow out money from my account,but the owners not respond to help support or not answer to the phone,now who can stop that idiot? POLICE? when and where if that bastard is all ready run out of Dk whit alll the money of the people sooo let said waik up dk make it more fast this case ,about cheater and who does still the money whit out consent:-)",3,M,5,denmark,stop help support stop idiot bastard cheat consent,-7,ready profile said run respond soo phone pious stop police
Ordered two items but only one arrived via Post Denmark.,3,M,3,denmark,nothing,0,arrived denmark item one ordered post two via
I had exactly the same problem at Johan Norman with a MP4 player. I wonder how it´s possible that this man can continue with these operations close to fraud and that the supervisory authorities do nothing about it?,3,F,1,denmark,problem fraud,-6,norman man supervisory problem possible player operation nothing ##´s mp
"Orville Media is one of the select few who believe in good quality, customer service, and honest business through and through. It's been a pleasure working with them and I will continue to do so in the future.",2,M,5,denmark,good honest pleasure,8,neville medium service select quality pleasure one believe future customer
Super quick delivery! For sure is going to buy again from this site :-),3,F,5,denmark,super,3,buy delivery going quick site super sure
Ordering procedures went fast and without any problems. Documents arrived fast.,3,M,5,denmark,problems,-2,arrived document fast ordering problem procedure went without
"Good price, Easy to order, delivery on time, product as described,",3,M,5,denmark,good easy,4,delivery described easy good order price product time
Hey body.,2,M,4,denmark,nothing,0,body hey
"Slow response to weborders, days later than competitors.",3,M,2,denmark,nothing,0,competitor day later response slow user web word
The usermanuals are almost useless - the drawings show a antenna - but i'm still don't know if i need one.,3,M,2,denmark,useless,-2,one man useless still show almost need drawing equal antenna
I am English but i live in Denmark. I wanted to buy host server and decided to buy one from Meebox.,2,F,5,denmark,nothing,0,box buy decided denmark english host live one seb server
"Just love it, never had problems with em",1,M,5,denmark,love problems,1,em love never problem
Never had any problems and it's a great way for international payment,3,F,5,denmark,problems great,1,great international never payment problem way
"I bought two mugs here, and my package came 2 days after I placed the order.  They also wrapped each mug ((even though I had forgotten to ask for it ), because they realized its close to Christmas, and they were probably gifts.  They included a nice hand-written note, and their thoughtfulness made my day.  :)",2,F,5,denmark,forgotten nice thoughtful,4,probably realized note order package placed ness wrapped thoughtful made
I txt a lot of friends and family in many countries. M1 had the best deal out the 10 mobile companies I looked into.,3,M,4,denmark,best,3,looked friend mobile many m1 lot 10 company deal best
NYT NYT.,3,M,1,denmark,nothing,0,ny
Hot digity.,3,M,5,denmark,nothing,0,digit hot
Call me has exellent delivery tima of products. So far I have had no problems with their service and I´ve had to contact them and several occasions. Prices are very competitive.,3,M,5,denmark,no problems competitive,-1,price far tim several service product problem ##´ occasion contact
"I have bought several thing on their website for my wife, always good service and quick delivery with UPS.",2,M,5,denmark,good,3,always bought delivery good quick service several thing ups webster
God service.,3,F,5,denmark,god,1,god service
